sent_text,argument,label
"It has to be , you think , the product of a group of pained souls , shadowy wordsmiths burning with intensity , desperate to communicate their anger and their enthusiasm . ",shadowy wordsmiths,experiencer
"It has to be , you think , the product of a group of pained souls , shadowy wordsmiths burning with intensity , desperate to communicate their anger and their enthusiasm . ",with intensity,emotion
"Helen , climbing the stairs , burned with a curious mixture of exaltation and foreboding . ",Helen,experiencer
"Helen , climbing the stairs , burned with a curious mixture of exaltation and foreboding . ",with a curious mixture of exaltation and foreboding,emotion
"Zacco was told and threw himself , burning with zeal , into the new plans . ",Zacco,experiencer
"Zacco was told and threw himself , burning with zeal , into the new plans . ",with zeal,emotion
The social gospel is best preached by someone who burns with zeal rather than sexual desire and has espoused God alone . ,who,experiencer
The social gospel is best preached by someone who burns with zeal rather than sexual desire and has espoused God alone . ,with zeal rather than sexual desire,emotion
I burn for her . ,I,experiencer
I burn for her . ,for her,cause
"Coleridge , still lame , chafed at his own confinement , especially when his friends set off one evening towards the hills , leaving him useless and lonely in Tom Poole 's garden arbour . ",at his own confinement,cause
"Coleridge , still lame , chafed at his own confinement , especially when his friends set off one evening towards the hills , leaving him useless and lonely in Tom Poole 's garden arbour . ","Coleridge , still lame ,",experiencer
"The leaders , men-at-arms and levies of the lords and knights chafed sorely at this delay , none more so than Will Douglas . ","The leaders , men-at-arms and levies of the lords and knights",experiencer
"The leaders , men-at-arms and levies of the lords and knights chafed sorely at this delay , none more so than Will Douglas . ",at this delay,cause
"Toby lounged more comfortably in his chair , while Jackson chafed at the lack of hard evidence . ",Jackson,experiencer
"Toby lounged more comfortably in his chair , while Jackson chafed at the lack of hard evidence . ",at the lack of hard evidence,cause
"All that had once seemed clear was clouding now , and she chafed under the demand for moral adjustment to this difficult guest with her very real needs . ",she,experiencer
"All that had once seemed clear was clouding now , and she chafed under the demand for moral adjustment to this difficult guest with her very real needs . ",under the demand for moral adjustment to this difficult guest with her very real needs,cause
"Riven stood alone on the eerily deserted ramparts , and chafed with impatience . ",Riven,experiencer
"Riven stood alone on the eerily deserted ramparts , and chafed with impatience . ",with impatience,emotion
He went to work for the Gas Light & Coke Company at Beckton in 1908 but he soon chafed at not being given the free rein to which he had become accustomed at Davis Bros . ,he,experiencer
He went to work for the Gas Light & Coke Company at Beckton in 1908 but he soon chafed at not being given the free rein to which he had become accustomed at Davis Bros . ,at not being given the free rein to which he had become accustomed at Davis Bros,cause
But he chafed a bit as a member of a commercial office team . ,he,experiencer
But he chafed a bit as a member of a commercial office team . ,a bit,degree
The job was a cage where the wild man in me fretted and chafed . ,the wild man in me,experiencer
One can imagine a Soviet general fuming to see it around her neck . ,a Soviet general,experiencer
One can imagine a Soviet general fuming to see it around her neck . ,to see it around her neck,cause
"She was still quietly fuming about Felipe 's remarks as dinner drew near , however , and he had put her in a very awkward position . ",She,experiencer
"She was still quietly fuming about Felipe 's remarks as dinner drew near , however , and he had put her in a very awkward position . ",quietly,manner
"She was still quietly fuming about Felipe 's remarks as dinner drew near , however , and he had put her in a very awkward position . ",about Felipe 's remarks,topic
Weeks of legal bickering by Pakistan lawyers have left the International Cricket Council fuming about their inability to take firm action over the damaging saga . ,the International Cricket Council,experiencer
Weeks of legal bickering by Pakistan lawyers have left the International Cricket Council fuming about their inability to take firm action over the damaging saga . ,about their inability to take firm action over the damaging saga,cause
"Meanwhile , in London , motorists fumed as the M4 the main artery to Heathrow and the West was shut when concrete joints buckled in the heat . ",motorists,experiencer
"Meanwhile , in London , motorists fumed as the M4 the main artery to Heathrow and the West was shut when concrete joints buckled in the heat . ",as the M4 the main artery to Heathrow and the West was shut when concrete joints buckled in the heat,cause
"She paused to sip her tea , and Ella , fuming at the delay , began to wonder if that were all Dotty would say . ",Ella,experiencer
"She paused to sip her tea , and Ella , fuming at the delay , began to wonder if that were all Dotty would say . ",at the delay,cause
Meredith fumed at his liquefying eyes and the contemptuous curl of his sculpted mouth . ,Meredith,experiencer
Meredith fumed at his liquefying eyes and the contemptuous curl of his sculpted mouth . ,at his liquefying eyes and the contemptuous curl of his sculpted mouth,cause
"She made no answer , but rose from the chair , knowing when she was beaten , even though she was fuming inside at his high-handedness . ",she,experiencer
"She made no answer , but rose from the chair , knowing when she was beaten , even though she was fuming inside at his high-handedness . ",inside,seat_of_emotion
"She made no answer , but rose from the chair , knowing when she was beaten , even though she was fuming inside at his high-handedness . ",at his high-handedness,cause
"MICHAEL Jackson lay low in his hotel room preparing for his final concert in Taiwan today , while newspapers , consumer groups and politicians fumed at the superstar 's offstage shopping style . ","newspapers , consumer groups and politicians",experiencer
"MICHAEL Jackson lay low in his hotel room preparing for his final concert in Taiwan today , while newspapers , consumer groups and politicians fumed at the superstar 's offstage shopping style . ",at the superstar 's offstage shopping style,cause
It was the Lemarchand woman who would be hurting and probably fuming with impatience . ,who,experiencer
It was the Lemarchand woman who would be hurting and probably fuming with impatience . ,with impatience,emotion
""" They were very polite while I was here with them , but they must have boiled and fumed with indignation when they left me , "" he said , chuckling . ",they,experiencer
""" They were very polite while I was here with them , but they must have boiled and fumed with indignation when they left me , "" he said , chuckling . ",with indignation,emotion
"Fuming with rage and frustration , Curtis called in immediate reinforcements , and ordered a full-scale manhunt in the vicinity of the apartment block . ",with rage and frustration,emotion
"Fuming with rage and frustration , Curtis called in immediate reinforcements , and ordered a full-scale manhunt in the vicinity of the apartment block . ",Curtis,experiencer
"Marcus Adam , Tony Jarrett , Jason John and Darren Braithwaite overslept and arrived to find golden wonder Christie fuming in the dressing-room . ",golden wonder Christie,experiencer
"That ended any sort of conversation and Maggie sat fuming for the rest of the journey , very glad that Felipe sat as silently . ",Maggie,experiencer
Ethiopia 's civil servants fume about losing their jobs . ,Ethiopia 's civil servants,experiencer
Ethiopia 's civil servants fume about losing their jobs . ,about losing their jobs,cause
Garry was fuming inside . ,Garry,experiencer
Garry was fuming inside . ,inside,seat_of_emotion
This announcement gained her a very wry glance and she fumed more as she read his looks . ,she,experiencer
This announcement gained her a very wry glance and she fumed more as she read his looks . ,more,degree
"He simply took things out of her hands and left her standing like a fool , and Jenna fumed silently . ",Jenna,experiencer
"He simply took things out of her hands and left her standing like a fool , and Jenna fumed silently . ",silently,manner
"She grieved for her father and worried about Maggie , but most of all she fumed and cried over the affair with James Halden . ",she,experiencer
"She grieved for her father and worried about Maggie , but most of all she fumed and cried over the affair with James Halden . ",over the affair with James Halden,topic
"Inwardly fuming , Polly compressed her lips and sat down , still clasping her bag tightly . ",Inwardly,seat_of_emotion
"Inwardly fuming , Polly compressed her lips and sat down , still clasping her bag tightly . ",Polly,experiencer
"Inwardly he was seething at the slight to his authority , but under the eagle-eyed scrutiny of his superior in the dreaded society , he carefully kept his features blank . ",Inwardly,seat_of_emotion
"Inwardly he was seething at the slight to his authority , but under the eagle-eyed scrutiny of his superior in the dreaded society , he carefully kept his features blank . ",he,experiencer
"Inwardly he was seething at the slight to his authority , but under the eagle-eyed scrutiny of his superior in the dreaded society , he carefully kept his features blank . ",at the slight to his authority,cause
I was still seething at the injustice of Oliver Moreton 's attitude to me . ,I,experiencer
I was still seething at the injustice of Oliver Moreton 's attitude to me . ,at the injustice of Oliver Moreton 's attitude to me,cause
"` Is that so ? "" she slammed back , seething at his brash presumption . ",she,experiencer
"` Is that so ? "" she slammed back , seething at his brash presumption . ",at his brash presumption,cause
"Later , Ronni lay and seethed in her bed . ",Ronni,experiencer
"They reached the entrance in mutual silence and , seething in mounting outrage , she was propelled inside . ",in mounting outrage,emotion
"They reached the entrance in mutual silence and , seething in mounting outrage , she was propelled inside . ",she,experiencer
"The violence seethed inside him , like milk bubbling in a saucepan , trying to boil over and escape the unendurable heat . ",The violence,emotion
"The violence seethed inside him , like milk bubbling in a saucepan , trying to boil over and escape the unendurable heat . ",inside him,seat_of_emotion
"As she lurched her way to the galley and filled the kettle , anger seethed through her . ",anger,emotion
"As she lurched her way to the galley and filled the kettle , anger seethed through her . ",through her,seat_of_emotion
"She looked up into his face , anger seething through her , and was surprised to see that he was smiling . ",anger,emotion
"She looked up into his face , anger seething through her , and was surprised to see that he was smiling . ",through her,seat_of_emotion
Her chin rose as she seethed with anger . ,she,experiencer
Her chin rose as she seethed with anger . ,with anger,emotion
"He gripped and released his fists again and again , seething with anger , frustration and despair . ",He,experiencer
"He gripped and released his fists again and again , seething with anger , frustration and despair . ","with anger , frustration and despair",emotion
"When she was gone , Caroline turned slowly back into the house , seething so much with frustrated anger that she was speechless . ",Caroline,experiencer
"When she was gone , Caroline turned slowly back into the house , seething so much with frustrated anger that she was speechless . ",that she was speechless,degree
"When she was gone , Caroline turned slowly back into the house , seething so much with frustrated anger that she was speechless . ",with frustrated anger,emotion
"Paige stepped out into the corridor , seething with angry frustration . ",Paige,experiencer
"Paige stepped out into the corridor , seething with angry frustration . ",with angry frustration,emotion
"Mortified , inwardly seething with fury at this last suggestion , Caroline had endured Roman 's taunting smile as he 'd wryly assured his hostess that nothing would give him greater pleasure …",inwardly,seat_of_emotion
"Mortified , inwardly seething with fury at this last suggestion , Caroline had endured Roman 's taunting smile as he 'd wryly assured his hostess that nothing would give him greater pleasure …",with fury,emotion
"Mortified , inwardly seething with fury at this last suggestion , Caroline had endured Roman 's taunting smile as he 'd wryly assured his hostess that nothing would give him greater pleasure …",at this last suggestion,cause
"Mortified , inwardly seething with fury at this last suggestion , Caroline had endured Roman 's taunting smile as he 'd wryly assured his hostess that nothing would give him greater pleasure …",Caroline,experiencer
I seethed with a totally irrational rage . ,I,experiencer
I seethed with a totally irrational rage . ,with a totally irrational rage,emotion
"Yesterday Frank and Dorothy Lewis were still seething following the court case , which arose from an incident at Ilkeston , in Derbyshire . ",Frank and Dorothy Lewis,experiencer
"Rory pushed herself out of her chair , suddenly fuelled by restless energy , and strode to the window , gazing unseeingly over the lawn for a few moments as anger seethed within her . ",anger,emotion
"Rory pushed herself out of her chair , suddenly fuelled by restless energy , and strode to the window , gazing unseeingly over the lawn for a few moments as anger seethed within her . ",within her,seat_of_emotion
Sister Cooney seethed silently under her blotched skin . ,Sister Cooney,experiencer
Sister Cooney seethed silently under her blotched skin . ,silently,manner
Sister Cooney seethed silently under her blotched skin . ,under her blotched skin,seat_of_emotion
Dexter had seethed silently for a few weeks and mentioned his anger to a priest during confession . ,Dexter,experiencer
Dexter had seethed silently for a few weeks and mentioned his anger to a priest during confession . ,silently,manner
But I believe he is still seething about being dragged into the debate and left to look the villain of the piece . ,he,experiencer
But I believe he is still seething about being dragged into the debate and left to look the villain of the piece . ,about being dragged into the debate and left to look the villain of the piece,cause
"She discarded the trouser suit for a set of underwear in palest pink , and Claudia seethed at having the most wonderful moments of her life dismissed in so summary a fashion . ",Claudia,experiencer
"She discarded the trouser suit for a set of underwear in palest pink , and Claudia seethed at having the most wonderful moments of her life dismissed in so summary a fashion . ",at having the most wonderful moments of her life dismissed in so summary a fashion,cause
Jalal Shamlou was seething . ,Jalal Shamlou,experiencer
Tensions soon simmered beneath the impression of domestic harmony and marital bliss . ,Tensions,emotion
Tensions soon simmered beneath the impression of domestic harmony and marital bliss . ,beneath the impression of domestic harmony and marital bliss,seat_of_emotion
"I was somewhere on the curve of prejudice ; aware of an anger I had not dealt with , simmering beneath the surface , showing itself in bad dreams and disgruntled waking . ",an anger I had not dealt with,emotion
"I was somewhere on the curve of prejudice ; aware of an anger I had not dealt with , simmering beneath the surface , showing itself in bad dreams and disgruntled waking . ",beneath the surface,seat_of_emotion
"There was a darkness in his eyes , anger simmering just beneath the surface . ",anger,emotion
"There was a darkness in his eyes , anger simmering just beneath the surface . ",just beneath the surface,seat_of_emotion
She was still quietly simmering from her interview with Naylor Massingham last Monday . ,She,experiencer
She was still quietly simmering from her interview with Naylor Massingham last Monday . ,quietly,manner
She was still quietly simmering from her interview with Naylor Massingham last Monday . ,from her interview with Naylor Massingham last Monday,cause
"Anger has been simmering in SDLP ranks since DUP leader Ian Paisley and Mr Campbell both criticised the party 's ` power-sharing "" policy in the run-up to last week 's election . ",Anger,emotion
"Anger has been simmering in SDLP ranks since DUP leader Ian Paisley and Mr Campbell both criticised the party 's ` power-sharing "" policy in the run-up to last week 's election . ",in SDLP ranks,seat_of_emotion
"The rage of the Iceni spread through the south-east , affecting first the Trinovantes who had been simmering in discontent for some years . ",who,experiencer
"The rage of the Iceni spread through the south-east , affecting first the Trinovantes who had been simmering in discontent for some years . ",in discontent,emotion
Anger simmered inside her . ,Anger,emotion
Anger simmered inside her . ,inside her,seat_of_emotion
"Abruptly , unexpectedly the anger simmering inside her reached boiling point . ",the anger,emotion
"Abruptly , unexpectedly the anger simmering inside her reached boiling point . ",inside her,seat_of_emotion
"Now , naked , simmering with annoyance , the deepening light gilding him , he was no less imposing . ",with annoyance,emotion
"Now , naked , simmering with annoyance , the deepening light gilding him , he was no less imposing . ",he,experiencer
"Later , when she went to the dining-room , Lucy was still simmering with resentment , and she knew that unless she pulled herself together it would begin to show . ",Lucy,experiencer
"Later , when she went to the dining-room , Lucy was still simmering with resentment , and she knew that unless she pulled herself together it would begin to show . ",with resentment,emotion
"In fact , Diana 's indignation at Raine simmered for years until finally it boiled over in 1989 at the church rehearsal for her brother 's wedding to Victoria Lockwood , a successful model . ",Diana 's indignation at Raine,emotion
"With so many confused emotions simmering away inside you , it 's difficult to know where to turn . ",so many confused emotions,emotion
"With so many confused emotions simmering away inside you , it 's difficult to know where to turn . ",inside you,seat_of_emotion
"So she sipped champagne , and smiled , and ate , and all the while her fury against Naylor simmered away . ",her fury against Naylor,emotion
They may be quietly simmering over something they feel very strongly about . ,They,experiencer
They may be quietly simmering over something they feel very strongly about . ,quietly,manner
They may be quietly simmering over something they feel very strongly about . ,over something they feel very strongly about,topic
"Mahmoud was another one who did n't take a siesta and just at the moment , still simmering over the way Zoser had slipped through his fingers , he was driving his men hard . ",Mahmoud,experiencer
"Mahmoud was another one who did n't take a siesta and just at the moment , still simmering over the way Zoser had slipped through his fingers , he was driving his men hard . ",over the way Zoser had slipped through his fingers,cause
"With black hair , and moods to match , for I was more capricious , my blue-grey eyes mirrored the sullen nature and restlessness which ever simmered within . ",the sullen nature and restlessness,emotion
"With black hair , and moods to match , for I was more capricious , my blue-grey eyes mirrored the sullen nature and restlessness which ever simmered within . ",within,seat_of_emotion
"With black hair , and moods to match , for I was more capricious , my blue-grey eyes mirrored the sullen nature and restlessness which ever simmered within . ",which,emotion
"Discontent simmered and a new element , political Radicalism , appeared in the shape of peripatetic agitators , critics like William Cobbett who spoke to crowded meetings on his ` rural rides "" through Sussex in 1825 . ",Discontent,emotion
"He looked totally at ease , prepared to wait forever , and Paige 's temper began to simmer . ",Paige 's temper,emotion
The fires of fury and hatred were smouldering in her small black eyes . ,The fires of fury and hatred,emotion
The fires of fury and hatred were smouldering in her small black eyes . ,in her small black eyes,seat_of_emotion
"Ratagan said nothing , though fire still smouldered in his cavernous eyes . ",fire,emotion
"Ratagan said nothing , though fire still smouldered in his cavernous eyes . ",in his cavernous eyes,seat_of_emotion
"Isabel had one quick glimpse of the fire smouldering in fitzAlan 's eyes as he lifted his head , then his mouth came down on hers in a kiss of such male dominance that she went completely limp . ",fire,emotion
"Isabel had one quick glimpse of the fire smouldering in fitzAlan 's eyes as he lifted his head , then his mouth came down on hers in a kiss of such male dominance that she went completely limp . ",in fitzAlan 's eyes,seat_of_emotion
"And why should it , he reflected , when a sullen anger smouldered in him still ? ",a sullen anger,emotion
"And why should it , he reflected , when a sullen anger smouldered in him still ? ",in him,seat_of_emotion
"Like a fire that has been damped down but not extinguished , anger smouldered in Lou 's eyes . ",anger,emotion
"Like a fire that has been damped down but not extinguished , anger smouldered in Lou 's eyes . ",in Lou 's eyes,seat_of_emotion
She felt that all compassion must have passed from Emilia with the emptying of her womb except for this last residue that smouldered in the promise she exacted now . ,this last residue,emotion
She felt that all compassion must have passed from Emilia with the emptying of her womb except for this last residue that smouldered in the promise she exacted now . ,in the promise she exacted now,expression
She felt that all compassion must have passed from Emilia with the emptying of her womb except for this last residue that smouldered in the promise she exacted now . ,that,emotion
"He was also formidable , demanding , difficult -- and smouldering with anger , but she still found it impossible to tear her gaze away . ",He,experiencer
"He was also formidable , demanding , difficult -- and smouldering with anger , but she still found it impossible to tear her gaze away . ",with anger,emotion
Anna smouldered with indignation on poor Sophie 's behalf . ,Anna,experiencer
Anna smouldered with indignation on poor Sophie 's behalf . ,with indignation,emotion
"His blue doublet was gold laced ; his breast plate gleamed ; his face , under its heavy helmet was smouldering with a familiar rage , and his dark eyes flared . ","his face , under its heavy helmet",seat_of_emotion
"His blue doublet was gold laced ; his breast plate gleamed ; his face , under its heavy helmet was smouldering with a familiar rage , and his dark eyes flared . ",with a familiar rage,emotion
"On the outside he was coolly polite , but underneath he was smouldering with rage . ",he,experiencer
"On the outside he was coolly polite , but underneath he was smouldering with rage . ",with rage,emotion
It would have been hard to sit there smouldering with scorn while all around children were bouncing about delivering their verdict of unrestrained approval . ,with scorn,emotion
"The eyes smouldered for a moment at the impertinence , then he seemed to see the funny side and chuckled hoarsely . ",The eyes,seat_of_emotion
"The eyes smouldered for a moment at the impertinence , then he seemed to see the funny side and chuckled hoarsely . ",at the impertinence,cause
It seemed to Tallis that she had smouldered for a long time before finally the fire had taken hold . ,she,experiencer
"Oh , André was always a hit with the girls , and he did have a certain effeminate appeal and a wonderful way with words , but he lacked Piers 's vitality , the vibrant sexuality that seemed to smoulder away inside him . ",the vibrant sexuality,emotion
"Oh , André was always a hit with the girls , and he did have a certain effeminate appeal and a wonderful way with words , but he lacked Piers 's vitality , the vibrant sexuality that seemed to smoulder away inside him . ",inside him,experiencer
"The honey-sweet warmth that had smouldered deep inside her exploded , filling her with a shimmering liquid heat . ",that,emotion
"The honey-sweet warmth that had smouldered deep inside her exploded , filling her with a shimmering liquid heat . ",deep inside her,experiencer
When he turned around to face her his dark eyes were smouldering . ,his dark eyes,seat_of_emotion
"A measure of freedom to the son , and the last indignity to the father 's bones -- what manner of dealing is that ? "" said Llewelyn , smouldering . ",Llewelyn,experiencer
Christine let him stew in it for a few moments . ,him,experiencer
Christine let him stew in it for a few moments . ,in it,emotion
She could stew in her own juice . ,She,experiencer
She could stew in her own juice . ,in her own juice,emotion
"Give it to me , Lori , or so help me I will go to the police and let you stew in your own juice . "" ",you,experiencer
"Give it to me , Lori , or so help me I will go to the police and let you stew in your own juice . "" ",in your own juice,emotion
"He rather thought he 'd let him stew for a while ; with the murder investigation on , he could n't get far -- or he 'd be a fool to try , and Peckham was no fool . ",him,experiencer
"` But leave him to stew , if that 's your humour . "" ",him,experiencer
"` While he 's stewing over that information . "" ",he,experiencer
"` While he 's stewing over that information . "" ",over that information,cause
"For example , to write that you feel joyful in the room is a kind of vague shorthand .",you,experiencer
"For example , to write that you feel joyful in the room is a kind of vague shorthand .",in the room,topic
"Then , in the eighties , there was the overthrow of the military , and the joyful return to democracy .",return to democracy,event
"He said it was the most joyful moment of his life . """,moment of his life,event
A joyful Lou called Melissa to thank her for her kindness and to say that Rick was now reconciled with his parents .,Lou,experiencer
"The mercenary looked them up and down once again , saw the almost joyful light in Isay 's eyes , and then glanced at his own men behind him .",almost,degree
"The mercenary looked them up and down once again , saw the almost joyful light in Isay 's eyes , and then glanced at his own men behind him .",light in Isay 's eyes,expressor
"Mike Vater sprays us with champagne , urged on by a joyful Adele .",Adele,experiencer
"I was so glad when you came in and I thought I should have someone agreeable to talk to after all . """,I,experiencer
"I was so glad when you came in and I thought I should have someone agreeable to talk to after all . """,so,degree
"I was so glad when you came in and I thought I should have someone agreeable to talk to after all . """,when you came in,time
We were as glad as anything when we saw this rain coming down .,We,experiencer
We were as glad as anything when we saw this rain coming down .,as anything,degree
We were as glad as anything when we saw this rain coming down .,when we saw this rain coming down,time
"I 'm glad that since I lost weight , they 're hardly noticeable .",I,experiencer
"I 'm glad that since I lost weight , they 're hardly noticeable .","that since I lost weight , they 're hardly noticeable",stimulus
I am glad of my early sexual experiences .,I,experiencer
I am glad of my early sexual experiences .,of my early sexual experiences,topic
"The other women laughed , glad of some light relief .",The other women,experiencer
"The other women laughed , glad of some light relief .",of some light relief,stimulus
I was glad of these few minutes alone with Eric .,I,experiencer
I was glad of these few minutes alone with Eric .,of these few minutes alone with Eric,stimulus
I 'm really really glad about that .,I,experiencer
I 'm really really glad about that .,really,degree
I 'm really really glad about that .,about that,topic
"I was glad for them , but I only felt exhausted .",I,experiencer
"I was glad for them , but I only felt exhausted .",for them,empathy_target
` One can only be glad for their sakes .,One,experiencer
` One can only be glad for their sakes .,for their sakes,empathy_target
"I was glad to meet Alan Savory , the opposition spokesman -- a young , cool customer , dark and striking .",I,experiencer
"I was glad to meet Alan Savory , the opposition spokesman -- a young , cool customer , dark and striking .",to meet Alan Savory,stimulus
I was glad he did that .,I,experiencer
I was glad he did that .,he did that,stimulus
"And the May month flaps its glad green leaves like wings ,",green leaves,expressor
"And the May month flaps its glad green leaves like wings ,",its,experiencer
"If you are interested in coming to our University we shall be very glad to find a place for you if we can , and most certainly to welcome you if you are admitted .",if you are admitted,circumstances
"If you are interested in coming to our University we shall be very glad to find a place for you if we can , and most certainly to welcome you if you are admitted .",we,experiencer
"If you are interested in coming to our University we shall be very glad to find a place for you if we can , and most certainly to welcome you if you are admitted .",most certainly,degree
"If you are interested in coming to our University we shall be very glad to find a place for you if we can , and most certainly to welcome you if you are admitted .",to welcome you,stimulus
` I 'd be glad to hear the little mite cry more .,I,experiencer
` I 'd be glad to hear the little mite cry more .,to hear the little mite cry more,stimulus
"Paul was less glad of the news than he should have been , in her opinion ; it was too far from his work at Mrs Gracie 's , he said .",Paul,experiencer
"Paul was less glad of the news than he should have been , in her opinion ; it was too far from his work at Mrs Gracie 's , he said .",than he should have been,degree
"Paul was less glad of the news than he should have been , in her opinion ; it was too far from his work at Mrs Gracie 's , he said .",of the news,topic
Jenna was glad that Claudine had not come .,Jenna,experiencer
Jenna was glad that Claudine had not come .,that Claudine had not come,stimulus
Charles was glad to have his surmise confirmed .,Charles,experiencer
Charles was glad to have his surmise confirmed .,to have his surmise confirmed,stimulus
"She said , ` I 'm so terribly glad .",I,experiencer
"She said , ` I 'm so terribly glad .",so terribly,degree
We 're so very glad that you came .,We,experiencer
We 're so very glad that you came .,so very,degree
We 're so very glad that you came .,that you came,stimulus
"In your glad rags and no mistake . """,rags,expressor
"In your glad rags and no mistake . """,your,experiencer
You 'll be glad of it in three weeks time when your face is back to normal .,You,experiencer
You 'll be glad of it in three weeks time when your face is back to normal .,of it,topic
You 'll be glad of it in three weeks time when your face is back to normal .,when your face is back to normal,time
I 'm glad I did .,I,experiencer
I 'm glad I did .,I did,stimulus
""" I am glad you have come , sir .",I,experiencer
""" I am glad you have come , sir .",you have come,stimulus
"I should be glad to be able to say afterwards that I had solved it without your help . """,I,experiencer
"I should be glad to be able to say afterwards that I had solved it without your help . ""","to be able to say afterwards that I had solved it without your help . """,stimulus
"Browsing is a real pleasure in Macau 's main streets and byways , where shops aimed at the tourist market are interspersed with the more workaday ironmongers , herbalists , and noodle stalls .",Browsing,stimulus
"With more spectacular growth in purchases of refrigerators , freezers and washing machines , the home provided physically less onerous domestic drudgery for housewives , and was more of a centre of leisure-time entertainment .",the home,stimulus
"With more spectacular growth in purchases of refrigerators , freezers and washing machines , the home provided physically less onerous domestic drudgery for housewives , and was more of a centre of leisure-time entertainment .",physically less onerous,degree
"With more spectacular growth in purchases of refrigerators , freezers and washing machines , the home provided physically less onerous domestic drudgery for housewives , and was more of a centre of leisure-time entertainment .",domestic,parameter
"With more spectacular growth in purchases of refrigerators , freezers and washing machines , the home provided physically less onerous domestic drudgery for housewives , and was more of a centre of leisure-time entertainment .",for housewives,experiencer
"He 's not become rich and successful and , tied to the drudgery of housework , she 's no longer the beauty he married .",of housework,stimulus
It took away the normal drudgery of long flights with little radio contact and constant headings .,of long flights,stimulus
But the drudgery of standing in queues for hours or doing housework is awful .,of standing in queues for hours or doing housework,stimulus
Within hours of being in the office I was already hating the drudgery of being plugged into a machine .,of being plugged into a machine,stimulus
"Even the most interesting of jobs will have its fair share of dull moments , for there is drudgery in every job .",in every job,stimulus
"To him , the developing process is drudgery .",To him,experiencer
"To him , the developing process is drudgery .",the developing process,stimulus
They tend to rely on their parents to put up with the drudgery of queues and are only interested in capitalism and the rewards it can bring .,of queues,stimulus
"Men were also led to become soldiers by the desire to escape the monotony , drudgery and narrow horizons of rural life , or by a difficult domestic situation .",of rural life,stimulus
"When she complains of the drudgery of studying sound changes , Bernard hints that she does not really have what it takes to be a scholar .",of studying sound changes,stimulus
The noble art of husbandry becomes a drudgery .,The noble art of husbandry,stimulus
"Mexicans have always been known for heavy drinking because traditional forms of alcohol are cheap , peasants often making their own , and this is a classic way of forgetting the drudgery of poverty .",of poverty,stimulus
"If you would like more information about how CREDO Mid-Pay can release you from payroll drudgery , simply fill in the attached coupon and take or send it to your local Midland branch manager .",payroll,stimulus
In a similar way the launderette does not remove the physical drudgery of washing .,physical,parameter
In a similar way the launderette does not remove the physical drudgery of washing .,of washing,stimulus
These fast update mechanisms may be referred to as the hold and terminate facilities and they have an important role in eliminating the drudgery of recruitment administration .,of recruitment administration,stimulus
"Despite its pollution , the drudgery of the workforce , the impact on health and mortality , urban growth suited private capital .",of the workforce,stimulus
"There 's an abundance of nature , history , art , and modern culture to be explored and enjoyed .","an abundance of nature , history , art , and modern culture",stimulus
"Jamaican music ska -- and , especially , reggae -- has since the 1970s been exported and enjoyed around the world .","Jamaican music ska -- and , especially , reggae --",stimulus
"The traveller in Philips 's poem delights in a magical illusion , a pleasing unreality , which is mourned when the ice falls away .",The traveller in Philips 's poem,experiencer
"The traveller in Philips 's poem delights in a magical illusion , a pleasing unreality , which is mourned when the ice falls away .","in a magical illusion , a pleasing unreality , which is mourned when the ice falls away",stimulus
"Above all , he delights in madrigalian pictography and symbolism -- to some extent in the Masses , but very much more in the motets where they are innumerable and infinitely varied .",he,experiencer
"Above all , he delights in madrigalian pictography and symbolism -- to some extent in the Masses , but very much more in the motets where they are innumerable and infinitely varied .","in madrigalian pictography and symbolism -- to some extent in the Masses , but very much more in the motets where they are innumerable and infinitely varied",stimulus
He delights in an old coat and pants and a torn old hat .,He,experiencer
He delights in an old coat and pants and a torn old hat .,in an old coat and pants and a torn old hat,stimulus
"The thought that prayer is ultimately about delighting in God helps us to stop seeing it as a ` technique "" in which we are advancing .",in God,stimulus
The modern hero delights too much in his wardrobe .,The modern hero,experiencer
The modern hero delights too much in his wardrobe .,too much,degree
The modern hero delights too much in his wardrobe .,in his wardrobe,stimulus
"Although Lewis had read Kafka and Virginia Woolf , the virtues of Proust or D. H. Lawrence or T. S. Eliot were virtues he delighted in being unable to see .",he,experiencer
"Although Lewis had read Kafka and Virginia Woolf , the virtues of Proust or D. H. Lawrence or T. S. Eliot were virtues he delighted in being unable to see .",in being unable to see,stimulus
"The book delights in combat , squirming with pleasure and letting out little gasps and moans of delight as adrenalin races through the character 's body .",The book,experiencer
"The book delights in combat , squirming with pleasure and letting out little gasps and moans of delight as adrenalin races through the character 's body .",in combat,stimulus
"The book delights in combat , squirming with pleasure and letting out little gasps and moans of delight as adrenalin races through the character 's body .",squirming with pleasure and letting out little gasps and moans of delight as adrenalin races through the character 's body,event_description
God delights in himself .,God,experiencer
God delights in himself .,in himself,stimulus
He had a mind that delighted in problems .,that,experiencer
He had a mind that delighted in problems .,in problems,stimulus
"Everyone who comes here at once delights in the surroundings , and yet when those periods were upon me , nothing could brighten my day nor lift the gloom .",Everyone who comes here,experiencer
"Everyone who comes here at once delights in the surroundings , and yet when those periods were upon me , nothing could brighten my day nor lift the gloom .",at once,manner
"Everyone who comes here at once delights in the surroundings , and yet when those periods were upon me , nothing could brighten my day nor lift the gloom .",in the surroundings,stimulus
